nome;preco;genero;loja;adulta;cultivo;clima;luminosidade;umidade
Blc. Goldenzelle 'Lemon Chiffon';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
C. Intermedia Albercens Puncutata;R$ 19,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Pot. Haw Yuan Glory x Lc. Penny Kuroda;R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Suzuki's Purpurine 'Spotless';R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Robert Strait 'Hawaii';R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Luiz Hamilton;R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Blc. Chunyeah ""Yellow Swallow""";R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Potinara Little Toshie H&R;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Walkeriana Feiticeira;R$ 300,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
C. Chocolate Drop x Pot. Suzuki's Lemon Tree;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc Mirian Suzuki;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. George Suzuki x Lc. Drumbeat 'Triumph';R$ 49,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Interglossa #4;R$ 19,90;cattleya;2;;;;;
"C.Walkeriana Semi Alba Flamea ""Orquidario Suzuki """;R$ 19,90;cattleya;2;;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Interglossa #2;R$ 19,90;cattleya;2;;;;;
Cattleya Araguaiensis #4;R$ 19,90;cattleya;2;;;;;
Cattleya Interglossa #6;R$ 19,90;cattleya;2;;;;;
Laelia Purpurata Russeliana;R$ 21,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Aurantiaca 'Miami';R$ 19,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Venosa;R$ 54,90;cattleya;2;AD;Cultivo: fácil, planta epífita, encontrada na Mata Atlântica, típica de clima úmido, aguentando locais mais quentes e clima mais ameno. Planta muito resistente.;clima mais ameno;;
Lc. Prem Dou Fang;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Serra de Itapeti;R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Blc. Mirian Suzuki ""Orange Crush""";R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"(Slc. Wendy's Valentine x Lc. Festival de Ouro) x C.Aurantiaca ""Full Red""";R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Melody Fair 'Carol';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Interglossa #1;R$ 19,90;cattleya;2;;;;;
Cattleya Portia Coerulea;R$ 54,90;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Violacea Semi-Alba Striata;R$ 30,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Pygmaea na Placa;R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Penny Kuroda 'Spot's' x C. Gutata;R$ 50,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Virginia Ruiz;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Sheila Lauterbach;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Salmon Tak;R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Anceps;R$ 42,00;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Rodrigo Suzuki;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Chinese Bronze x Blc Toshie Aoki;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Chunyeah 17;R$ 39,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
C. Pao de Acucar;R$ 21,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Durigan Aries;R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Elegant Dancer 'Rouge';R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Catarina Hong;R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Suzukis Red Flare;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Hsinying Sunset 'Ta-Hsin';R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Delta King 'Tangerglow';R$ 39,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Grandiflora no Toco;R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Bc. Saint Andre;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Slc. Airton Senna 'Estoril';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Flamea;R$ 42,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Nobiles Fa;R$ 14,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Durigan Hercules;R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Seccundum;R$ 22,00;dendrobium;2;NBS;;Clima: Intermediário ou quente;Sombreamento: 50%;
Dendrobium Antenatum;R$ 30,00;dendrobium;2;AD;;Clima: Quente;Sombreamento: 70%;
Dendrobium Purpureum Album;R$ 27,00;dendrobium;2;MUDA;Cultivo: fácil, planta que gosta de bastante umidade e luz (mais que 50%).;;;
Dendrobium Amabile;R$ 19,90;dendrobium;2;MUDA;Cultivo: muito fácil, de crescimento vigoroso, se adapta muito bem na maioria das regiões em locais com boa umidade atmosférica e muita luminosidade, prefere ficar mais seco no inverno.;;;
Dendrobium Forbesii;R$ 25,00;dendrobium;2;MUDA;Cultivo: fácil, suporta desde temperaturas mais altas até um pouco mais frias, mas necessita de muita luminosidade e boa ventilação. No inverno prefere ficar mais seca para uma boa floração.;;e boa ventila;
Dendrobium Agregatum no Cachepot;R$ 59,90;dendrobium;2;;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Anosmum Alba;R$ 23,00;dendrobium;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;
Dendrobium;R$ 70,00;dendrobium;2;;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Rosy Cluster;R$ 34,90;dendrobium;2;NBS;;Clima: Tropical ;Sombreamento: 70%;Umidade no Ambiente: Média
Kit 5 Dendrobium Nobile;R$ 55,00;dendrobium;2;NBS;;;;
Dendrobium Mannii;R$ 29,90;dendrobium;2;NBS;;;;
Dendrobium Thyrsiflorum;R$ 19,90;dendrobium;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Importado do Japao;R$ 29,90;dendrobium;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Hancokii;R$ 39,90;dendrobium;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Parishii;R$ 25,00;dendrobium;2;MUDA;;;;
Dendrobium Pixie Princess;R$ 22,00;dendrobium;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Cream Cascade;R$ 25,00;dendrobium;2;MUDA;Cultivo: muito fácil, de crescimento vigoroso, se adapta muito bem na maioria das regiões em locais com boa umidade atmosférica e muita luminosidade, prefere ficar mais seco no inverno.;;;
Dendrobium Gatton Sunray;R$ 22,00;dendrobium;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Amethystoglossum;R$ 22,00;dendrobium;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Anosmum Coerulea;R$ 23,00;dendrobium;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
Dendrobium Formidable;R$ 22,00;dendrobium;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Polysema;R$ 25,00;dendrobium;2;MUDA;Cultivo: fácil, planta que gosta de bastante luz (50% ou mais), em geral clima ameno mas suporta calor e uma boa umidade.;clima ameno mas suporta calor e uma boa umidade;; em geral clima ameno mas suporta calor e uma boa umidade
Dendrobium Agregatum com Leque;R$ 59,90;dendrobium;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Densiflorum;R$ 22,00;dendrobium;2;NBS;Cultivo: fácil;;;
Sophronitis Brevipendulata com Cachepo;R$ 36,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Wittigiana;R$ 40,00;outros;2;AD;;;;
C. Loddigesii 'Flamea' x C. Loddigesii 'Redonda';R$ 29,90;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Tipo;R$ 42,00;outros;2;AD;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Cattleya Forbesii;R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Skinneri Alba;R$ 24,00;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Semi Alba;R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Bowringiana Coerulea;R$ 20,00;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Mista;R$ 40,00;outros;2;AD;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Cattleya Lueddemanniana Concolor;R$ 30,00;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Carnea;R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Hadrolaelia;R$ 39,90;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Walkeriana S/A Perfect Blush;R$ 300,00;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Walkeriana S/A Tokio n1;R$ 250,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Leopoldii 'Dark Princess';R$ 20,00;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;
Laelia Purpurata Russeliana Suavissima;R$ 21,00;outros;2;MUDA;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Laelia Purpurata Anelata x Semi Alba;R$ 19,90;outros;2;MUDA;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Cattleya Walkeriana Fantasia 'George Suzuki';R$ 79,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
C. Percivaliana Carla Porto;R$ 249,90;outros;2;AD;;Clima: Tropical  ;;Umidade no Ambiente: Média
C. Percivaliana Thiago;R$ 249,90;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Estriata;R$ 39,90;outros;2;NBS;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Cattleya Jenmanii Semi Alba;R$ 30,00;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Walkeriana S/A Flamea Tokutsu;R$ 250,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Bactia;R$ 54,90;outros;2;AD;;;;
Laelia Purpurata Carnea;R$ 19,90;outros;2;AD;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Cattleya Schilleriana;R$ 30,00;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Amethystoglossa Tipo;R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Brassocattleya Litoralis;R$ 39,90;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Wittigiana Rosea;R$ 40,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Lundii na placa;R$ 39,90;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;
Cattleya Leopoldii Dark Princess;R$ 20,00;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;
Sophronitis Mantiquerae;R$ 36,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Schilleriana Coerulea;R$ 54,90;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Stanhophea Tigrina ""Caliman"" x self";R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Roxo Violeta;R$ 19,90;outros;2;MUDA;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Laelia Purpurata Werkhauseri;R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;
Laelia Purpurata Vinicolor;R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Cernua na Placa;R$ 36,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Granulosa;R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Bicolor;R$ 19,90;outros;2;MUDA;Cultivo: fácil, gosta de clima quente e bastante luz, podendo pegar períodos curtos de sol.;;;
Laelia Tenebrosa;R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Walkeriana S/A Flamea Tokutsu;R$ 250,00;outros;2;;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Sanguinea;R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Walkeriana S/A Tokio N 1;R$ 250,00;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
C. Walkeriana 'Dona Leda' x C. Walkeriana Semi Alba;R$ 30,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Rio Grandense;R$ 36,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Forbesii;R$ 19,90;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Walkeriana Feiticeira;R$ 40,00;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Coccinea;R$ 36,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
C. Intermedia Albercens Puncutata;R$ 19,90;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Walkeriana Feiticeira;R$ 300,00;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"C.Walkeriana Semi Alba Flamea ""Orquidario Suzuki """;R$ 19,90;outros;2;;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Araguaiensis #4;R$ 19,90;outros;2;;;;;
Laelia Purpurata Russeliana;R$ 21,00;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Portia Coerulea;R$ 54,90;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Violacea Semi-Alba Striata;R$ 30,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Pygmaea na Placa;R$ 36,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Anceps;R$ 42,00;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Flamea;R$ 42,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Grandiflora no Toco;R$ 36,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Brevipendulata com Cachepo;R$ 36,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cymbidium Negro Kiwi Midnight;R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Rodriguezia Venusta;R$ 23,00;outros;2;NBS;;Clima: Tropical;Sombreamento: 70%;
Catasetum Cernum;R$ 45,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
Anselia Africana;R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Encyclia Atropurpurea;R$ 40,00;outros;2;AD;;;;
Bulbophyllum Meen Garuda;R$ 29,90;outros;2;AD;;;;
Brassavola Tuberculata;R$ 22,00;outros;2;NBS;Cultivo: fácil, planta que gosta de clima quente e úmido, se adapta muito bem se plantada em placas de madeira ou similares.;;;
Catasetum Cernum x Fimbriatum;R$ 50,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
Fredclarkeara After Dark 'SVO Black Pearl;R$ 120,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
Epidendrum Parkinsonianum;R$ 26,00;outros;2;MUDA;Cultivo: fácil, planta que gosta de bastante luz e umidade boa, sem excessos. Melhor cultivo para essa espécie é ser pendurada, possibilitando a pendência da planta.;;;
Wilsonara Aloha Sparks 'Halloween';R$ 24,90;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Catasetum Kidney Bean 'Jamie's Golden Eyes';R$ 119,90;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Chysis Bractescens;R$ 55,00;outros;2;NBS;Cultivo: fácil, planta de clima tropical. Gosta de calor com boa umidade, porém aguenta um pouco mais de frio em uma época mais curta. Suas folhas caem depois do desenvolvimento do pseudobulbo.;clima tropical;;
Bifrenaria Tyrianthina;R$ 45,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 30%;Umidade no Ambiente: Média
Angraecum Eburneum;R$ 39,90;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Angraecum Sesquipedale;R$ 39,90;outros;2;AD;;Clima: Tropical;Sombreamento: 70%;
Cymbidium Negro Kiwi Midnight;R$ 89,90;outros;2;NBS;;;;
Wilsonara Aloha Sparks 'Halloween';R$ 14,90;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Onc.;R$ 45,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Miltonia Moreliana;R$ 35,00;outros;2;NBS;Cultivo: fácil, planta que gosta de luminiosidade em cerca de 50% e umidade alta, típica de Mata Atlântica.;;;
Dendrobium Hancokii;R$ 39,90;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Rodriguezia Lanceolata;R$ 23,00;outros;2;NBS;;Clima: Tropical;Sombreamento: 70%;
Gomesa Recurva;R$ 36,00;outros;2;AD;Cultivo: Extremamente fácil, podendo ser cultivada com diversos tipos de substrato e em locais com alta luminosidade, bom arejamento e muita luz, evitando-se sol direto e encharcamento do substrato. Prefere ter as raízes soltas.;;;
Sophronitis Wittigiana Rosea;R$ 40,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Stanhophea Tigrina ""Caliman"" x self";R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Guaricyclia Yucatan;R$ 50,00;outros;2;NBS;Cultivo: fácil, planta resistente, pode ser cultivada igual as cattleyas, gosta de luz, calor e umidade.;;; calor e umidade
Phaius Tankervilleae Tipo;R$ 35,00;outros;2;NBS;Cultivo: muito fácil, planta terrícola (que vive na terra), porém pode ser plantada em substrato próprio para orquídea (musgo ou casca de pinus). Gosta de ambientes com pouca luz, cerca de 30-40%. Espécie que também gosta de umidade e calor.;;;m gosta de umidade e calor
Encyclia Alboxanthina;R$ 22,00;outros;2;MUDA;Cultivo: fácil, planta resistente, pode ser cultivada igual as cattleyas, gosta de bastante luz, calor e umidade.;;; calor e umidade
Oncidium Varicosum Baldin;R$ 36,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Cernua na Placa;R$ 36,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Encyclia Randii;R$ 40,00;outros;2;AD;Cultivo: fácil, planta resistente, pode ser cultivada igual as cattleyas, gosta de luz, calor e umidade.;;; calor e umidade
Phaius Tankervilleae Alba x self;R$ 21,00;outros;2;MUDA;Cultivo: muito fácil, planta terrícola (que vive na terra), porém pode ser plantada em substrato próprio para orquídea (musgo ou casca de pinus). Gosta de ambientes com pouca luz, cerca de 30-40%. Espécie que também gosta de umidade e calor.;;;m gosta de umidade e calor
Monnierara Millennium Magic 'Witchcraft';R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Encyclia Bracteata x Encyclia Atropurpurea;R$ 40,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
Rodriguezia Decora;R$ 23,00;outros;2;AD;;Clima: Tropical;Sombreamento: 70%;
Brassia Marrom;R$ 50,00;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sarcochilus;R$ 23,00;outros;2;NBS;Cultivo: intermediário, planta que é um híbrido de duas espécies do leste da Austrália, encontradas em locais de barrancos úmidos e de média altitude.;;;
Catasetum Pilleatum var. Imperiale;R$ 45,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
Catasetum Joao Stivalli;R$ 45,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Epidendrum Peperomia;R$ 26,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Catasetum Orchidglade 'Davie Ranches';R$ 45,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
Cochleanthes Candida;R$ 23,00;outros;2;NBS;;;;
Sarcochilus Heidi x Kulnura Dazzle;R$ 23,00;outros;2;NBS;Cultivo: intermediário, planta que é um híbrido de duas espécies do leste da Austrália, encontradas em locais de barrancos úmidos e de média altitude.;;;
Dendrobium Formidable;R$ 22,00;outros;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Kit Cymbidium Pendente;R$ 19,90;outros;2;MUDA;;Clima: Tropical  ;Sombreamento: 30%;Umidade no Ambiente: Média
Catasetum Pileatum 'Oro Verde';R$ 45,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Fredclarkeara Midnight Lace;R$ 120,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
Fredclarkeara After Dark Sunset Valley Orchids;R$ 120,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
Acianthera;R$ 36,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Monnierara Millennium Magic 'Witchcraft';R$ 36,00;outros;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
